model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date
  HP Pavilion x360 15-er1001nj 7C460EA,HP,לא רלוונטי,Windows 11 Home,"1.79 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,1 מגה פיקסל,לא כולל,לא כולל,2949,3780,3364.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1181553,1/2023
  HP ProBook 440 G10 725G2EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3133,3439,3286.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192652,5/2023
  HP Pavilion 14-dv0012nj 4A4X1EA,HP,לא רלוונטי,Windows 11 Home,"1.41 ק""ג",8 GB,2Ghz,1125G4,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2374,3203,2788.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1187803,3/2023
  HP Victus Gaming 15-Fa1023n 800J8EA,HP,גיימינג,ללא,"2.29 ק""ג",16 GB,3.5Ghz,13500H,דור 13,לא זמין,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,לא זמין,לא כולל,לא כולל,4870,5800,5335.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1188581,3/2023
  HP EliteBook 630 G9 6A2G7EA,HP,לא רלוונטי,Windows 11 Pro,"1.28 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,מצלמת IR,לא כולל,4050,4620,4335.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1189976,3/2023
  HP ProBook 450 G10 816A0EA,HP,לא רלוונטי,ללא,"1.79 ק""ג",16 GB,3.7Ghz,1355U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3735,4054,3894.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192302,4/2023
  HP Pavilion x360 14-ek0009nj 7C446EA,HP,לא רלוונטי,Windows 11 Home,"1.51 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3808,4490,4149.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1182266,1/2023
  HP ProBook 450 G10 725J6EA,HP,לא רלוונטי,ללא,"1.79 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3234,3540,3387.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192301,4/2023
  HP Victus Gaming 15-fa1021nj 800J6EA,HP,גיימינג,ללא,"2.29 ק""ג",16 GB,3.4Ghz,13420H,דור 13,לא זמין,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,144 Hz,ללא,לא זמין,לא כולל,לא כולל,4539,5260,4899.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1188444,3/2023
  HP ProBook 440 G10 725H8EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,2980,3316,3148.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192300,4/2023
  HP 15s-fq5007nj 84G55EA,HP,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1952,2019,1985.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192411,4/2023
  HP ProBook 450 G10 725J5EA,HP,לא רלוונטי,Windows 11 Pro,"1.79 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3580,4032,3806.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192303,4/2023
  HP 250 G10 725G6EA,HP,לא רלוונטי,Windows 11 Pro,"1.52 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2890,3224,3057.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193769,5/2023
  HP EliteBook 840 G9 6F5S6EA,HP,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",32 GB,4.7Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,כולל,"לא כולל, קורא טביעות אצבע",לא כולל,6359,7390,6874.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1177401,12/2022
  HP EliteBook 860 G9 6T0Y7EA,HP,לא רלוונטי,Windows 11 Pro,"1.76 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,IPS,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,6010,7098,6554.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1187665,3/2023
  HP 250 G10 725G5EA,HP,לא רלוונטי,ללא,"1.52 ק""ג",8 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2290,2531,2410.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193740,5/2023
  HP 250 G8 32M37EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1999,2869,2434.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1104409,2/2021
  HP 250 G10 725C4EA,HP,לא רלוונטי,ללא,"1.52 ק""ג",8 GB,3.3Ghz,1315U,דור 13,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1829,1991,1910.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1193737,5/2023
  HP ProBook 450 G9 6A2B8EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,לא זמין,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,לא זמין,לא כולל,לא כולל,3371,3681,3526.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1168477,9/2022
  HP ProBook 440 G10 725H9EA,HP,לא רלוונטי,Windows 11 Pro,"1.38 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,קורא טביעות אצבע,1 מגה פיקסל,לא כולל,3782,4128,3955.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192306,4/2023
  HP Pavilion x360 14-ek1003nj 7Z556EA,HP,לא רלוונטי,Windows 11 Home,"1.51 ק""ג",16 GB,3.4Ghz,1335U,דור 13,לא זמין,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,לא כולל,כולל,לא כולל,3749,4607,4178.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1189261,3/2023
  Elite Dragonfly G3‎ 6T1Q9EA HP,HP,לא רלוונטי,Windows 10 PRO,"0.99 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR5,1000 GB,SSD,לא כולל,13.5 אינטש,1920x1080,IPS,60 Hz,כולל,קורא טביעות אצבע,לא זמין,לא כולל,7883,73528,40705.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1179084,12/2022
  HP 15s-fq5033nj 7C474EA,HP,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,לא זמין,60 Hz,ללא,לא זמין,כולל,לא כולל,2985,3490,3237.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1182711,1/2023
  HP 250 G8 32M36EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,לא כולל,1 מגה פיקסל,לא כולל,1795,2850,2322.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1107983,3/2021
  HP ProBook 450 G10 725J4EA,HP,לא רלוונטי,ללא,"1.79 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,קורא טביעות אצבע,1 מגה פיקסל,לא כולל,3128,3391,3259.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192299,4/2023
  HP Pavilion x360 14-ek1005nj 7Z557EA,HP,לא רלוונטי,Windows 11 Home,"1.51 ק""ג",16 GB,3.7Ghz,1355U,דור 13,לא זמין,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,לא כולל,כולל,לא כולל,4448,5352,4900.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1189263,3/2023
  HP EliteBook 840 G9 6T130EA,HP,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,קורא טביעות אצבע,כולל,לא כולל,5587,7444,6515.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1170493,10/2022
  HP Pavilion 15-eg2003nj 7C425EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,קורא טביעות אצבע,1 מגה פיקסל,לא כולל,2787,2837,2812.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1182244,1/2023
  HP 14s-dq2009nj 308P3EA,HP,לא רלוונטי,ללא,"1.46 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,לא כולל,1 מגה פיקסל,לא כולל,1746,1900,1823.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1109811,4/2021
  HP Elite X2 G8 4L0D8EA,HP,לא רלוונטי,Windows 10 PRO,"1.17 ק""ג",16 GB,4.7Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,כולל,לא כולל,כולל,לא כולל,7389,7990,7689.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1147657,3/2022
  HP Pavilion x360 Convertible 15-er1002nj 7C427EA,HP,לא רלוונטי,Windows 11 Home,"1.79 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,כולל,קורא טביעות אצבע,1 מגה פיקסל,לא כולל,3795,4024,3909.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1184629,2/2023
  HP 15s-fq2033nj 308K1EA,HP,גיימינג,Windows 10,"1.69 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,לא כולל,1 מגה פיקסל,לא כולל,1799,2745,2272.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1109814,4/2021
  HP 15s-fq5020nj 7C429EA,HP,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,לא כולל,1 מגה פיקסל,כולל,2099,2609,2354.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1181703,1/2023
  HP 250 G8 4K808EA,HP,לא רלוונטי,Windows 11 Pro,"1.74 ק""ג",8 GB,4.7Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,לא כולל,לא זמין,לא כולל,2415,2790,2602.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1151299,4/2022
  HP 15s-fq5035nj 7C432EA,HP,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,לא כולל,1 מגה פיקסל,לא כולל,2835,3134,2984.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1178613,12/2022
  HP 15-dw3009nj 307Z8EA,HP,לא רלוונטי,Windows 10,"1.75 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,לא כולל,כולל,לא כולל,2894,3595,3244.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1101158,1/2021
  HP ZBook Firefly G9 6B8E4EA,HP,לא רלוונטי,Windows 11 Pro,"1.47 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1200,IPS,60 Hz,כולל,"מצלמת IR, קורא טביעות אצבע",כולל,לא כולל,5817,6622,6219.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1173872,11/2022
  HP 15s-fq5021nj 7C464EA,HP,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,לא כולל,1 מגה פיקסל,לא כולל,1599,2007,1803.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1181702,1/2023
  HP EliteBook 840 G10 6T289EA,HP,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",16 GB,3.7Ghz,1360P,דור 13,DDR5,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,כולל,מצלמת IR,כולל,לא כולל,6317,6735,6526.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1191613,4/2023
  HP ProBook 440 G10 816N4EA,HP,לא רלוונטי,Windows 11 Pro,"1.38 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,קורא טביעות אצבע,1 מגה פיקסל,לא כולל,4323,4966,4644.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1192308,4/2023
  HP ProBook 450 G9 6A2A9EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,לא כולל,קורא טביעות אצבע,לא כולל,4169,4807,4488.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1179947,1/2023
  HP ProBook 440 G8 5N458EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2702,3839,3270.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1145368,3/2022
  HP 250 G8 2X7L0EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1568,1800,1684.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1106790,3/2021
  HP Victus 16-e0001nj 4P4B6EA,HP,גיימינג,Windows 10,"2.46 ק""ג",16 GB,2.7Ghz,11400H,דור 11,לא זמין,1000 GB,SSD,לא כולל,16.1 אינטש,1920x1080,IPS,לא זמין,ללא,1 מגה פיקסל,לא כולל,לא כולל,3490,4699,4094.5,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1144936,3/2022
  HP 15s-fq2035nj 308A9EA,HP,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,לא כולל,לא כולל,לא כולל,1494,2390,1942.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1109812,4/2021
  HP ProBook 450 G9 6A2A6EA,HP,לא רלוונטי,ללא,"1.74 ק""ג",8 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,IPS,60 Hz,ללא,לא זמין,קורא טביעות אצבע,לא כולל,3819,4399,4109.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1179946,1/2023
  HP Pavilion x360 14-ek0002nj 7C441EA,HP,לא רלוונטי,Windows 11 Home,"1.51 ק""ג",8 GB,3.3Ghz,1235U,דור 12,לא זמין,512 GB,לא זמין,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,כולל,1 מגה פיקסל,לא כולל,לא כולל,2994,3290,3142.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1187797,3/2023
  HP ProBook 440 G9 6A2H4EA,HP,לא רלוונטי,ללא,"1.38 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,IPS,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3069,3249,3159.0,"(2023, 6, 11)",https://www.zap.co.il/model.aspx?modelid=1168472,9/2022
